"scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","project_pi_contact","access","id"
"Ficus luschnathiana","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1790324
"Ficus luschnathiana","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1790385
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1790401
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1790402
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-24.1333,-55.5333,NA,NA,"James S. MIller",NA,"public",1791239
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1791489
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4847,-69.2148,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1791630
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1791735
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1791736
"Guapira opposita","whole plant growth form","tree",NA,NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",1791773
"Guapira opposita","whole plant growth form","tree",NA,NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",1791774
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",1792126
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1792127
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1792128
"Myrsine umbellata","whole plant growth form","tree",NA,NA,-24.136,-47.864,NA,NA,"James S. MIller",NA,"public",1793030
"Guarea macrophylla","whole plant growth form","tree",NA,NA,6.613,-76.587,NA,NA,"James S. MIller",NA,"public",1793223
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-13.35,-69.6667,NA,NA,"James S. MIller",NA,"public",1793270
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1793375
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4961,-69.2226,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1793513
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1793641
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1793642
"Myrsine umbellata","whole plant growth form","tree",NA,NA,-14.5675,-60.7478,NA,NA,"Tim Killeen",NA,"public",1793839
"Myrsine umbellata","whole plant growth form","tree",NA,NA,-14.5675,-60.7478,NA,NA,"Tim Killeen",NA,"public",1793840
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1794081
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-11.85,-71.3167,NA,NA,"James S. MIller",NA,"public",1794983
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-11.85,-71.3167,NA,NA,"James S. MIller",NA,"public",1794984
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-3,-59.9667,NA,NA,"James S. MIller",NA,"public",1795023
"Clethra scabra","whole plant growth form","tree",NA,NA,2.26667,-76.2,NA,NA,"James S. MIller",NA,"public",1795034
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5254,-69.4766,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1795404
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.9408,-61.1331,NA,NA,"Tim Killeen",NA,"public",1795659
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",1795848
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",1795861
"Myrsine coriacea","whole plant growth form","tree",NA,NA,11.113,-74.031,NA,NA,"James S. MIller",NA,"public",1796822
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1797496
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1797497
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1797716
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1797732
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.6202,-69.5685,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1799006
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.6319,-69.5644,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1799009
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1799140
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1799141
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1799142
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.086,-53.768,NA,NA,"Mauricio Bonifacino",NA,"public",1799526
"Ficus luschnathiana","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1799532
"Ficus luschnathiana","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1799533
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1799573
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1799592
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",1800084
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.1121,-69.1378,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1800973
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",1801281
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1801571
"Myrsine coriacea","whole plant growth form","tree",NA,NA,0.871,-78.111,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","public",1801982
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-24.1333,-55.5333,NA,NA,"James S. MIller",NA,"public",1802434
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-3.25088,-72.8916,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1803579
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-3.25088,-72.8916,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1803580
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-3.26164,-72.8997,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1803589
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-3.26164,-72.8997,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1803590
"Psychotria suterella","whole plant growth form","tree",NA,NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",1804166
"Psychotria suterella","whole plant growth form","tree",NA,NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",1804167
"Psychotria suterella","whole plant growth form","tree",NA,NA,-24.136,-47.864,NA,NA,"James S. MIller",NA,"public",1804200
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-13.5833,-68.7667,NA,NA,"James S. MIller",NA,"public",1804318
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1804526
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4814,-68.7611,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1804627
"Guapira opposita","whole plant growth form","tree",NA,NA,-14.7111,-61.1542,NA,NA,"Tim Killeen",NA,"public",1804760
"Ficus luschnathiana","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1805131
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1805137
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-15.9167,-67.5833,NA,NA,"James S. MIller",NA,"public",1805950
"Dalbergia frutescens","whole plant growth form","liana",NA,NA,-13.35,-69.6667,NA,NA,"James S. MIller",NA,"public",1806069
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.8215,-69.3499,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1806262
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4961,-69.2226,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1806333
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1806854
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",1806889
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",1807621
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-8.83333,-75,NA,NA,"James S. MIller",NA,"public",1807731
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-8.83333,-75,NA,NA,"James S. MIller",NA,"public",1807732
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-4.91667,-73.75,NA,NA,"James S. MIller",NA,"public",1807743
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.3299,-69.2712,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1808133
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-3.26164,-72.8997,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1808601
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1808656
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-3.26164,-72.8997,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1808810
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",1809369
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.0361,-69.0987,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1809715
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1810418
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1810435
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1810442
"Psychotria suterella","whole plant growth form","tree",NA,NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",1811271
"Psychotria suterella","whole plant growth form","tree",NA,NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",1811272
"Psychotria suterella","whole plant growth form","tree",NA,NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",1811273
"Psychotria suterella","whole plant growth form","tree",NA,NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",1811275
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-4.91667,-73.75,NA,NA,"James S. MIller",NA,"public",1811403
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-4.91667,-73.75,NA,NA,"James S. MIller",NA,"public",1811404
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.9408,-61.1331,NA,NA,"Tim Killeen",NA,"public",1812065
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.9408,-61.1331,NA,NA,"Tim Killeen",NA,"public",1812066
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1812302
"Ficus luschnathiana","whole plant growth form","tree",NA,NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",1812308
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1812390
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1812391
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",1813066
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-24.1333,-55.5333,NA,NA,"James S. MIller",NA,"public",1813211
"Dalbergia frutescens","whole plant growth form","liana",NA,NA,-3.43333,-72.85,NA,NA,"James S. MIller",NA,"public",1813365
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1813656
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1813657
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1813884
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1813885
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1814175
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1814176
"Dalbergia frutescens","whole plant growth form","liana",NA,NA,-19.3,-40.0667,NA,NA,"James S. MIller",NA,"public",1815021
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-13.35,-69.6667,NA,NA,"James S. MIller",NA,"public",1815126
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5348,-68.7579,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1815343
"Guapira opposita","whole plant growth form","tree",NA,NA,-14.7111,-61.1542,NA,NA,"Tim Killeen",NA,"public",1815506
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1815941
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1815942
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1815955
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1815956
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5049,-68.78,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1817096
"Endlicheria paniculata","whole plant growth form","tree",NA,NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1817263
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1817449
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1817450
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1817775
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1817777
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",1818491
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",1818492
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",1818493
"Dalbergia frutescens","whole plant growth form","tree",NA,NA,-22.91,-43.337,NA,NA,"James S. MIller",NA,"public",1818503
"Dalbergia frutescens","whole plant growth form","tree",NA,NA,-22.91,-43.337,NA,NA,"James S. MIller",NA,"public",1818504
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1819280
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1819281
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1819547
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1819548
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1819579
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1819580
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4814,-68.7611,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1820736
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.086,-53.768,NA,NA,"Mauricio Bonifacino",NA,"public",1821282
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.086,-53.768,NA,NA,"Mauricio Bonifacino",NA,"public",1821283
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",1822084
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5833,-69.15,NA,NA,"James S. MIller",NA,"public",1822197
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1822509
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",1823194
"Ficus luschnathiana","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1823196
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.6764,-69.1119,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1824234
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4814,-68.7611,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1824304
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",1824833
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",1825638
"Myrsine coriacea","whole plant growth form","tree",NA,NA,11.113,-74.031,NA,NA,"James S. MIller",NA,"public",1825810
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4996,-69.4187,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1826104
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.087,-53.75,NA,NA,"Mauricio Bonifacino",NA,"public",1826626
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1826688
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1826689
